user_id,post_interval_std,likes_per_hour,comments_per_hour,repost_ratio,follower_following_ratio,account_age_days,profile_completeness,unique_word_ratio,avg_sentiment_score,burst_flag,network_overlap_score,night_activity_ratio,hashtag_reuse_rate,avg_response_time_sec,is_bot
2459,827.28,3,4,0.334,1.109,2458,0.79,0.61,0.437,0,0.169,0.008,0.009,46062.54,0
2460,1165.86,34,12,0.17,1.617,3164,0.67,0.91,-0.549,0,0.241,0.206,0.118,52106.97,0
2461,21.85,101,76,0.82,0.065,109,0.29,0.11,-0.021,1,0.895,0.558,0.794,8.33,1
2462,28.87,193,76,0.9,0.164,156,0.14,0.27,0.029,1,0.973,0.803,0.983,9.59,1
2463,1521.47,27,7,0.081,4.015,2642,0.9,0.82,-0.541,1,0.013,0.067,0.015,83509.01,0
2464,19.34,97,123,0.72,0.263,72,0.21,0.1,-0.07,0,0.996,0.539,0.969,9.96,1
2465,0.74,159,97,0.766,0.165,139,0.31,0.14,-0.052,1,0.764,0.517,0.608,8.91,1
2466,27.74,123,62,0.887,0.236,178,0.26,0.27,-0.022,1,0.696,0.54,0.621,8.16,1
2467,892.72,14,18,0.147,2.857,3249,0.63,0.96,0.207,0,0.16,0.223,0.226,68833.46,0
2468,25.46,168,87,0.987,0.241,90,0.36,0.26,0.07,1,0.837,0.542,0.644,7.16,1
2469,759.92,32,6,0.013,4.724,2306,0.6,0.96,0.336,0,0.077,0.205,0.039,27667.02,0
2470,13.8,158,139,0.785,0.137,152,0.24,0.17,-0.022,1,0.97,0.661,0.605,1.18,1
2471,1421.19,33,17,0.238,4.955,3445,0.69,0.65,0.114,0,0.207,0.239,0.235,76493.82,0
2472,1560.16,22,4,0.138,4.028,2728,0.76,0.66,0.139,0,0.134,0.231,0.037,67352.78,0
2473,634.13,27,17,0.352,0.628,1903,0.53,0.71,0.174,0,0.028,0.1,0.107,64276.1,0
2474,6.31,133,138,0.945,0.138,20,0.3,0.14,0.098,1,0.716,0.729,0.71,8.38,1
2475,1477.56,24,2,0.077,1.946,695,0.82,0.9,-0.823,0,0.294,0.079,0.351,46325.35,0
2476,29.85,164,120,0.772,0.175,18,0.17,0.21,0.098,0,0.76,0.422,0.68,9.17,1
2477,1628.36,16,11,0.063,0.683,3524,0.64,0.74,0.643,0,0.127,0.048,0.025,83011.45,0
2478,989.66,29,9,0.2,0.814,3042,0.96,0.54,-0.325,0,0.311,0.218,0.016,11540.29,0
2479,767.82,25,14,0.008,3.621,1603,0.72,0.75,-0.75,0,0.239,0.271,0.08,65654.75,0
2480,749.15,36,1,0.036,3.947,3120,0.81,0.67,-0.449,0,0.037,0.267,0.204,62664.97,0
2481,29.79,180,85,0.866,0.291,146,0.15,0.14,-0.041,1,0.879,0.592,0.895,9.24,1
2482,28.51,148,110,0.994,0.058,107,0.11,0.27,-0.045,1,0.719,0.87,0.704,4.87,1
2483,1673.06,25,8,0.198,4.379,3296,0.53,0.65,0.74,1,0.124,0.056,0.054,34114.15,0
2484,425.48,15,8,0.135,3.577,3477,0.98,0.98,0.83,0,0.136,0.084,0.23,39222.02,0
2485,939.23,20,13,0.171,1.574,1540,0.87,0.86,0.872,0,0.108,0.028,0.237,34180.32,0
2486,456.22,14,8,0.362,4.767,373,0.88,0.63,-0.759,0,0.144,0.249,0.298,23930.27,0
2487,16.63,165,139,0.952,0.251,14,0.32,0.25,0.036,1,0.937,0.635,0.801,2.12,1
2488,3.89,166,142,0.852,0.209,120,0.34,0.11,-0.041,1,0.658,0.545,0.724,5.7,1
2489,23.92,184,93,0.717,0.182,5,0.24,0.21,0.099,1,0.709,0.834,0.756,1.64,1
2490,1499.95,29,10,0.141,3.412,217,0.78,0.54,0.861,0,0.353,0.214,0.255,50728.42,0
2491,1205.89,32,10,0.371,4.537,2465,0.66,0.88,0.493,0,0.195,0.199,0.137,54368.67,0
2492,1169.63,2,6,0.283,3.381,2556,0.84,0.92,-0.335,0,0.333,0.267,0.164,2382.9,0
2493,1220.19,12,8,0.095,1.008,1427,0.5,0.69,-0.679,0,0.166,0.211,0.117,11449.78,0
2494,603.7,39,2,0.224,4.606,2082,0.79,0.89,-0.735,1,0.129,0.003,0.263,74256.43,0
2495,5.87,95,99,0.895,0.132,17,0.18,0.11,0.086,1,0.899,0.556,0.938,3.34,1
2496,0.27,199,141,0.884,0.195,170,0.31,0.14,0.031,1,0.62,0.856,0.612,4.2,1
2497,1639.35,15,9,0.27,4.531,2813,0.59,0.56,-0.617,0,0.019,0.011,0.013,60295.03,0
2498,1586.21,13,6,0.379,3.656,2031,0.71,0.7,0.723,0,0.019,0.064,0.086,82017.47,0
2499,10.87,150,126,0.899,0.127,75,0.18,0.26,0.042,1,0.885,0.609,0.88,10.0,1
2500,23.9,95,52,0.884,0.058,98,0.28,0.16,-0.093,0,0.611,0.77,0.727,8.17,1
2501,1070.52,7,18,0.272,1.946,3229,0.75,0.68,-0.923,0,0.326,0.035,0.007,10308.8,0
2502,476.78,35,18,0.257,4.484,442,0.71,0.79,-0.696,0,0.211,0.021,0.117,80088.12,0
2503,26.42,194,89,0.731,0.251,32,0.31,0.17,-0.056,1,0.627,0.862,0.718,8.98,1
2504,10.13,110,116,0.885,0.296,154,0.11,0.22,-0.021,1,0.947,0.773,0.943,5.45,1
2505,1389.95,38,18,0.315,4.609,779,0.94,0.83,0.678,0,0.287,0.294,0.061,80090.33,0
2506,1844.84,37,8,0.399,3.417,3377,0.95,0.52,0.313,0,0.078,0.087,0.355,11952.03,0
2507,1558.47,38,9,0.034,0.859,3418,0.9,0.82,0.394,1,0.237,0.031,0.026,57614.83,0
2508,1220.26,10,14,0.395,4.211,2432,0.74,0.87,0.949,0,0.022,0.197,0.354,48845.7,0
2509,18.22,175,66,0.759,0.149,84,0.37,0.25,0.099,1,0.795,0.518,0.849,2.04,1
2510,376.64,23,11,0.328,1.733,1306,0.83,0.77,-0.346,0,0.232,0.15,0.11,15950.72,0
2511,6.85,192,124,0.776,0.274,94,0.26,0.24,-0.016,1,0.649,0.533,0.934,9.13,1
2512,793.04,1,12,0.324,1.826,3356,0.7,0.66,-0.257,0,0.012,0.111,0.223,37270.02,0
2513,1526.79,30,17,0.127,1.977,3381,0.95,0.52,0.459,0,0.26,0.124,0.006,59569.04,0
2514,9.44,189,53,0.86,0.249,140,0.29,0.15,-0.013,1,0.779,0.434,0.667,8.12,1
2515,1331.08,7,3,0.336,4.757,2968,0.57,0.54,0.24,0,0.263,0.147,0.084,6072.6,0
2516,1756.63,33,1,0.064,3.966,3083,0.67,0.59,0.951,0,0.276,0.276,0.345,34075.72,0
2517,971.64,5,15,0.328,1.309,1456,0.69,0.58,0.507,0,0.034,0.113,0.361,39118.02,0
2518,10.29,172,99,0.753,0.278,151,0.16,0.13,-0.076,1,0.6,0.409,0.756,7.22,1
2519,18.11,176,69,0.96,0.268,43,0.15,0.12,0.048,1,0.995,0.661,0.931,6.19,1
2520,1189.36,39,8,0.026,4.275,1117,0.66,0.65,0.477,0,0.125,0.196,0.084,49470.02,0
2521,1066.06,32,6,0.187,2.509,1821,0.59,0.53,-0.003,0,0.226,0.293,0.269,82878.91,0
2522,3.21,162,131,0.815,0.193,135,0.17,0.12,0.015,0,0.78,0.87,0.981,3.15,1
2523,516.74,3,4,0.228,1.464,2309,0.92,0.99,0.62,0,0.328,0.113,0.206,68821.14,0
2524,19.1,198,146,0.904,0.247,73,0.3,0.19,0.055,1,0.651,0.424,0.951,1.72,1
2525,1414.73,6,6,0.383,2.442,1138,0.86,0.88,-0.628,0,0.03,0.112,0.199,53215.21,0
2526,4.18,167,147,0.921,0.166,79,0.36,0.26,-0.051,1,0.605,0.509,0.626,8.02,1
2527,604.67,30,9,0.271,3.992,3532,0.56,0.96,-0.548,0,0.081,0.051,0.036,68945.44,0
2528,1921.51,6,10,0.287,4.186,3004,0.74,0.84,0.864,0,0.381,0.015,0.006,42694.94,0
2529,271.7,7,13,0.166,4.451,2436,0.75,0.74,0.281,0,0.114,0.001,0.031,15472.0,0
2530,21.19,96,82,0.87,0.059,33,0.39,0.27,-0.058,1,0.948,0.845,0.856,3.82,1
2531,1.39,174,76,0.84,0.279,26,0.39,0.11,0.089,1,0.977,0.735,0.88,2.1,1
2532,532.54,23,13,0.065,2.537,1098,0.87,0.95,0.818,0,0.281,0.148,0.059,54888.99,0
2533,16.82,122,108,0.763,0.06,68,0.32,0.27,-0.045,1,0.945,0.64,0.772,7.47,1
2534,900.16,29,5,0.396,3.45,3584,0.82,0.72,0.146,1,0.161,0.092,0.06,12459.27,0
2535,1247.12,5,12,0.383,2.13,244,0.93,0.9,-0.385,1,0.26,0.097,0.017,85372.24,0
2536,970.4,32,10,0.115,4.419,1552,0.77,0.78,0.283,0,0.031,0.039,0.12,41326.58,0
2537,1106.6,9,19,0.021,4.405,586,0.95,0.76,0.356,0,0.174,0.181,0.155,24251.46,0
2538,1191.05,32,8,0.088,0.94,556,0.87,0.96,0.773,0,0.243,0.202,0.328,43897.67,0
2539,453.99,18,14,0.288,1.206,2029,0.57,0.84,-0.883,0,0.363,0.04,0.15,81701.63,0
2540,1710.56,25,12,0.079,2.117,1428,0.65,1.0,-0.095,0,0.07,0.16,0.22,85031.02,0
2541,844.33,19,2,0.09,2.242,3031,0.99,0.92,-0.727,0,0.048,0.074,0.383,75167.57,0
2542,539.43,26,0,0.185,2.876,1969,0.5,0.8,0.227,0,0.252,0.05,0.274,29052.02,0
2543,1624.24,14,1,0.157,3.29,1636,0.77,0.87,-0.219,0,0.025,0.057,0.352,70713.55,0
2544,1729.06,22,14,0.076,2.594,1430,0.54,0.93,0.906,0,0.309,0.198,0.115,50786.46,0
2545,304.13,9,11,0.206,3.286,3044,0.63,0.82,0.759,0,0.201,0.22,0.264,4954.41,0
2546,12.21,91,90,0.883,0.075,80,0.12,0.21,-0.083,1,0.853,0.678,0.653,3.59,1
2547,1941.99,32,7,0.144,4.009,3036,0.53,0.7,0.316,0,0.4,0.122,0.218,19520.35,0
2548,14.21,82,139,0.766,0.223,139,0.29,0.11,-0.056,1,0.814,0.589,0.905,5.72,1
2549,22.24,198,78,0.755,0.191,101,0.32,0.26,-0.073,1,0.968,0.688,0.674,2.14,1
2550,276.45,2,4,0.046,1.57,2462,0.57,0.76,-0.855,0,0.233,0.222,0.038,17938.41,0
2551,657.73,39,15,0.041,1.855,3101,0.98,0.54,-0.326,1,0.359,0.26,0.123,73175.8,0
2552,1726.32,25,10,0.275,4.627,2114,0.81,0.56,0.655,1,0.105,0.126,0.006,71886.65,0
2553,1.43,199,127,0.805,0.251,119,0.16,0.22,0.083,1,0.641,0.629,0.75,6.2,1
2554,27.9,135,90,0.884,0.169,81,0.3,0.21,-0.083,1,0.808,0.826,0.883,6.6,1
2555,10.84,194,133,0.709,0.291,121,0.39,0.16,0.078,1,0.903,0.682,0.648,5.79,1
2556,1560.94,36,11,0.074,4.852,3245,0.83,0.94,-0.359,0,0.394,0.005,0.347,72801.98,0
2557,1267.79,8,13,0.127,1.145,3030,0.69,0.82,0.991,1,0.352,0.194,0.108,33221.96,0
2558,5.78,151,127,0.74,0.121,50,0.38,0.13,0.015,1,0.748,0.576,0.867,4.49,1
2559,5.05,109,80,0.755,0.158,54,0.23,0.27,-0.085,1,0.96,0.459,0.724,8.01,1
2560,18.38,111,70,0.926,0.016,97,0.3,0.23,-0.097,1,0.658,0.819,0.606,6.81,1
2561,761.13,34,4,0.337,4.994,3642,0.56,0.97,0.379,0,0.003,0.241,0.388,84883.81,0
2562,765.94,12,2,0.04,4.316,3579,0.7,0.66,-0.648,0,0.224,0.112,0.249,57253.64,0
2563,18.78,181,145,0.989,0.223,108,0.35,0.22,-0.028,1,0.628,0.89,0.847,2.65,1
2564,19.82,160,55,0.736,0.231,75,0.31,0.26,-0.065,1,0.847,0.446,0.645,1.98,1
2565,1699.52,25,11,0.316,1.99,816,0.92,0.69,-0.077,0,0.11,0.019,0.246,38746.31,0
2566,26.45,155,68,0.718,0.255,104,0.13,0.17,0.089,1,0.964,0.686,0.792,1.96,1
2567,1265.48,25,8,0.191,4.964,2231,0.95,0.67,-0.631,0,0.102,0.11,0.378,42485.11,0
2568,1330.67,9,11,0.083,3.043,3029,0.75,0.92,0.605,0,0.35,0.192,0.042,81143.0,0
2569,1644.49,14,18,0.224,0.797,831,0.78,0.58,-0.458,0,0.029,0.042,0.389,47977.0,0
2570,28.84,110,149,0.889,0.102,10,0.22,0.23,0.027,1,0.845,0.807,0.611,5.06,1
2571,884.09,21,2,0.256,3.237,258,0.7,0.75,0.139,0,0.37,0.236,0.177,47328.52,0
2572,321.1,28,4,0.121,4.096,2302,0.89,0.91,-0.798,0,0.08,0.107,0.213,41981.7,0
2573,1113.3,10,1,0.31,3.009,1593,0.5,0.52,-0.561,1,0.261,0.242,0.304,84934.38,0
2574,1492.39,21,18,0.254,1.19,2365,0.84,0.9,0.045,0,0.247,0.27,0.22,52346.91,0
2575,931.25,6,11,0.144,4.924,1110,0.66,0.89,-0.235,1,0.133,0.255,0.326,854.99,0
2576,3.19,150,99,0.893,0.145,2,0.28,0.16,-0.095,1,0.686,0.817,0.768,6.19,1
2577,1852.78,13,16,0.102,0.64,407,0.79,0.52,0.22,0,0.313,0.009,0.312,45032.52,0
2578,2.39,170,127,0.834,0.27,36,0.14,0.13,-0.094,0,0.864,0.616,0.905,9.93,1
2579,24.64,159,90,0.846,0.107,157,0.16,0.27,0.077,1,0.63,0.594,0.921,9.12,1
2580,336.85,26,11,0.135,4.862,2004,0.55,0.71,0.715,0,0.042,0.254,0.272,39176.88,0
2581,1374.09,39,17,0.115,3.367,2815,0.76,0.84,-0.74,1,0.104,0.096,0.266,6811.07,0
2582,339.18,26,19,0.047,4.742,616,0.8,0.96,0.256,0,0.239,0.271,0.129,27138.64,0
2583,24.31,167,84,0.827,0.179,19,0.18,0.11,-0.098,0,0.952,0.52,0.988,6.38,1
2584,1944.94,36,10,0.371,3.787,2398,0.71,0.83,0.783,1,0.364,0.197,0.273,265.82,0
2585,19.36,80,50,0.912,0.14,149,0.11,0.17,0.05,1,0.701,0.67,0.811,4.79,1
2586,1.08,86,98,0.977,0.23,106,0.18,0.26,0.023,1,0.779,0.555,0.793,3.91,1
2587,18.51,153,66,0.798,0.081,91,0.2,0.26,-0.068,1,0.969,0.899,0.7,9.42,1
2588,14.42,87,135,0.834,0.046,88,0.34,0.27,0.009,1,0.853,0.62,0.872,1.98,1
2589,602.84,1,10,0.283,1.675,1735,0.58,0.96,-0.178,0,0.067,0.141,0.209,66572.47,0
2590,773.47,36,4,0.306,3.393,1715,0.68,0.72,-0.972,1,0.205,0.225,0.069,48120.62,0
2591,29.8,144,116,0.79,0.191,43,0.29,0.15,-0.1,1,0.994,0.805,0.784,9.13,1
2592,1544.61,27,10,0.304,4.7,3113,0.54,0.52,-0.486,1,0.156,0.229,0.076,5644.4,0
2593,1929.9,30,6,0.326,4.178,2684,0.54,0.85,-0.082,0,0.182,0.267,0.223,79775.72,0
2594,10.39,152,114,0.792,0.125,151,0.38,0.27,-0.068,1,0.83,0.683,0.756,5.51,1
2595,18.62,172,118,0.884,0.231,88,0.39,0.15,-0.038,0,0.929,0.693,0.845,8.39,1
2596,27.98,149,121,0.786,0.195,175,0.38,0.2,-0.032,1,0.61,0.691,0.82,2.97,1
2597,1449.17,14,5,0.194,4.016,2902,0.86,0.91,-0.601,0,0.34,0.116,0.072,7994.25,0
2598,1820.47,27,19,0.133,0.53,1709,0.53,0.78,-0.357,0,0.237,0.272,0.353,62102.5,0
2599,1929.04,31,1,0.119,1.619,1562,0.88,0.93,0.059,1,0.37,0.16,0.21,43735.69,0
2600,465.97,38,13,0.204,4.797,2073,0.79,0.57,0.705,0,0.041,0.035,0.211,53600.64,0
2601,21.61,86,57,0.8,0.229,120,0.29,0.21,-0.098,1,0.75,0.871,0.927,6.29,1
2602,2.51,167,105,0.893,0.288,141,0.23,0.26,0.043,1,0.974,0.611,0.923,4.42,1
2603,1449.31,28,16,0.217,4.36,539,0.79,0.51,-0.579,0,0.228,0.194,0.064,28812.18,0
2604,384.96,13,1,0.195,3.262,1561,0.73,0.64,-0.397,0,0.111,0.021,0.088,9378.46,0
2605,21.72,152,56,0.706,0.02,139,0.15,0.29,-0.092,1,0.602,0.837,0.723,9.45,1
2606,1093.2,29,2,0.331,1.907,1261,0.72,0.74,-0.836,0,0.187,0.253,0.373,56928.1,0
2607,523.08,39,13,0.038,0.836,2668,0.55,0.78,-0.273,0,0.238,0.109,0.067,60505.46,0
2608,3.58,156,52,0.709,0.068,143,0.21,0.27,-0.015,1,0.799,0.599,0.9,1.66,1
2609,17.8,82,134,0.981,0.038,66,0.16,0.23,-0.011,1,0.767,0.623,0.964,1.93,1
2610,1693.03,3,4,0.023,4.626,991,0.85,0.9,-0.581,0,0.383,0.075,0.139,3138.93,0
2611,1700.38,30,0,0.037,1.831,972,0.94,0.65,-0.382,0,0.313,0.128,0.221,32404.48,0
2612,1708.48,8,3,0.169,0.686,2800,0.52,0.74,0.276,0,0.266,0.053,0.163,54070.34,0
2613,26.73,87,123,0.894,0.048,52,0.25,0.29,0.04,1,0.83,0.49,0.773,4.08,1
2614,1832.96,36,16,0.124,1.83,1873,0.84,0.63,-0.07,0,0.317,0.257,0.064,50732.32,0
2615,991.41,15,7,0.247,2.461,1907,0.86,0.74,0.503,0,0.007,0.163,0.25,84777.45,0
2616,18.72,179,149,0.963,0.089,29,0.29,0.24,-0.049,1,0.611,0.588,0.851,2.31,1
2617,9.56,143,65,0.906,0.141,167,0.23,0.3,-0.069,1,0.64,0.559,0.811,9.52,1
2618,5.33,151,116,0.858,0.261,4,0.27,0.11,0.002,1,0.814,0.611,0.714,9.14,1
2619,25.19,86,142,0.822,0.17,67,0.17,0.23,-0.096,0,0.92,0.489,0.861,3.14,1
2620,0.53,135,88,0.747,0.026,60,0.15,0.29,-0.1,1,0.712,0.823,0.624,9.58,1
2621,10.23,178,130,0.964,0.169,123,0.31,0.14,0.023,1,0.878,0.522,0.86,6.57,1
2622,870.86,10,19,0.336,4.566,2980,0.94,0.87,-0.952,0,0.052,0.046,0.116,6513.09,0
2623,435.34,16,3,0.335,4.125,947,0.62,0.69,-0.898,0,0.362,0.013,0.3,62021.24,0
2624,1516.58,17,4,0.26,3.918,298,0.55,0.86,-0.526,0,0.2,0.241,0.112,23927.11,0
2625,508.59,4,16,0.228,3.408,1868,0.76,0.89,-0.348,0,0.161,0.168,0.07,79530.19,0
2626,1175.41,21,12,0.073,4.322,438,0.76,0.86,-0.919,0,0.049,0.095,0.265,13651.14,0
2627,16.09,157,117,0.788,0.234,11,0.18,0.12,-0.073,1,0.774,0.466,0.736,5.63,1
2628,1393.14,27,14,0.14,1.318,189,0.79,0.79,0.713,0,0.296,0.097,0.168,1639.38,0
2629,1973.89,35,14,0.312,3.454,1887,0.5,0.61,-0.797,0,0.094,0.228,0.202,70599.28,0
2630,316.95,26,4,0.307,4.405,1148,0.52,0.63,-0.818,0,0.342,0.171,0.208,31669.67,0
2631,12.82,124,126,0.831,0.16,157,0.19,0.16,-0.003,1,0.601,0.708,0.999,3.63,1
2632,530.54,34,2,0.38,3.553,2298,0.57,0.97,-0.978,0,0.034,0.284,0.17,27280.36,0
2633,1142.86,27,9,0.324,4.944,1244,0.68,0.63,-0.281,0,0.12,0.17,0.346,32080.86,0
2634,1956.65,26,12,0.248,3.032,252,0.64,0.97,-0.537,0,0.101,0.297,0.365,22901.81,0
2635,1394.75,10,4,0.209,2.637,1057,0.9,0.71,0.989,0,0.215,0.051,0.176,80133.81,0
2636,523.16,36,18,0.286,2.815,3632,0.56,0.72,0.996,0,0.274,0.095,0.038,82039.34,0
2637,1934.68,36,7,0.322,0.802,3633,0.59,0.69,-0.462,0,0.34,0.19,0.217,57828.69,0
2638,1045.36,6,13,0.118,0.718,980,0.95,0.86,0.265,0,0.326,0.169,0.045,80839.85,0
2639,13.94,190,126,0.884,0.251,144,0.11,0.28,-0.076,1,0.7,0.818,0.805,2.22,1
2640,1381.13,21,10,0.068,4.763,363,0.92,0.58,0.413,0,0.068,0.172,0.241,42419.94,0
2641,935.97,39,17,0.118,0.541,1755,0.96,0.97,0.231,0,0.038,0.229,0.081,72613.75,0
2642,2.22,194,101,0.847,0.177,145,0.3,0.2,-0.033,1,0.891,0.597,0.939,9.28,1
2643,265.27,32,1,0.304,2.379,2725,0.81,0.94,0.904,0,0.195,0.082,0.165,68777.02,0
2644,1427.49,14,1,0.302,4.025,2649,0.67,0.56,0.427,0,0.291,0.131,0.066,13631.98,0
2645,485.95,23,12,0.153,2.734,2075,0.8,0.66,0.06,0,0.387,0.08,0.228,33003.25,0
2646,887.67,33,0,0.233,0.909,3164,0.72,0.9,0.381,0,0.196,0.211,0.035,68484.19,0
2647,27.18,193,89,0.852,0.183,8,0.37,0.23,-0.07,1,0.846,0.442,0.953,8.23,1
2648,961.67,15,0,0.131,2.927,1362,0.76,0.82,0.086,0,0.177,0.149,0.174,46798.44,0
2649,11.48,102,115,0.837,0.073,146,0.33,0.14,-0.069,1,0.765,0.866,0.721,8.81,1
2650,231.85,2,3,0.096,3.192,261,0.75,0.65,0.994,0,0.381,0.124,0.353,38760.58,0
2651,263.34,18,12,0.376,4.814,1302,0.92,0.7,0.004,0,0.083,0.25,0.191,19998.64,0
2652,1409.48,9,15,0.344,2.664,1434,0.98,0.63,-0.472,0,0.343,0.084,0.05,23037.68,0
2653,1394.66,27,5,0.234,0.992,1084,0.9,0.52,-0.173,0,0.137,0.013,0.237,10435.0,0
2654,11.05,179,139,0.73,0.078,131,0.25,0.3,-0.091,1,0.759,0.625,0.969,6.04,1
2655,1405.29,1,15,0.247,3.785,994,0.88,0.63,-0.295,0,0.38,0.269,0.029,20083.67,0
2656,1040.9,2,10,0.088,2.284,3074,0.99,0.58,-0.054,0,0.382,0.146,0.009,19200.81,0
2657,24.64,172,78,0.701,0.12,52,0.37,0.22,-0.052,1,0.602,0.556,0.683,6.89,1
2658,2.61,195,123,0.926,0.114,54,0.4,0.27,0.008,1,0.86,0.563,0.62,4.64,1
2659,1594.78,6,0,0.117,4.707,3633,0.86,0.95,-0.772,0,0.223,0.26,0.206,74534.79,0
2660,0.45,161,59,0.716,0.113,39,0.27,0.22,-0.045,1,0.911,0.871,0.945,6.08,1
2661,26.76,158,129,0.798,0.044,68,0.26,0.22,0.033,1,0.686,0.46,0.941,2.41,1
2662,1535.8,16,14,0.141,1.993,486,0.8,0.85,0.122,0,0.39,0.163,0.167,74342.02,0
2663,754.04,38,1,0.021,1.155,714,0.65,0.56,-0.197,0,0.384,0.283,0.258,78085.57,0
2664,1018.07,7,3,0.262,4.995,1001,0.96,0.65,0.193,0,0.177,0.229,0.139,43880.0,0
2665,1578.14,29,6,0.093,2.421,1845,0.68,0.51,-0.033,1,0.14,0.288,0.041,15005.42,0
2666,6.72,135,145,0.755,0.028,5,0.26,0.29,0.088,1,0.73,0.51,0.632,7.38,1
2667,638.48,32,19,0.321,0.906,275,0.55,0.7,-0.601,1,0.282,0.008,0.004,25206.46,0
2668,959.66,32,4,0.018,4.507,1751,0.83,0.98,0.147,0,0.285,0.178,0.175,12750.4,0
2669,450.58,31,2,0.065,4.523,847,0.52,0.92,-0.495,0,0.16,0.015,0.3,42724.68,0
2670,8.75,192,75,0.858,0.166,138,0.13,0.15,-0.019,1,0.976,0.896,0.984,1.05,1
2671,1531.52,25,13,0.136,3.967,350,0.6,0.63,-0.68,0,0.125,0.084,0.154,45383.56,0
2672,27.72,133,61,0.879,0.109,75,0.2,0.29,-0.015,1,0.671,0.898,0.901,4.68,1
2673,4.8,116,76,0.995,0.016,85,0.18,0.11,-0.019,1,0.605,0.694,0.801,8.86,1
2674,1672.15,8,18,0.332,0.514,2182,0.89,0.7,0.983,0,0.106,0.015,0.376,39433.57,0
2675,1813.21,14,14,0.339,1.646,3275,0.94,0.52,0.316,0,0.07,0.199,0.33,24921.55,0
2676,0.58,179,63,0.824,0.153,111,0.2,0.28,-0.047,1,0.951,0.421,0.759,7.86,1
2677,1997.0,36,18,0.354,2.533,2270,0.82,0.61,0.759,0,0.054,0.171,0.204,40765.47,0
2678,651.93,18,10,0.374,4.252,2160,0.59,0.91,0.251,0,0.305,0.072,0.246,20814.09,0
2679,368.48,9,2,0.011,2.601,3166,0.9,0.91,0.229,0,0.185,0.211,0.028,28767.8,0
2680,8.23,156,119,0.994,0.046,125,0.25,0.23,0.028,1,0.657,0.776,0.833,2.07,1
2681,1907.6,36,4,0.334,2.932,2542,0.69,0.67,0.96,0,0.271,0.188,0.042,64636.06,0
2682,1273.2,23,15,0.005,2.758,3054,0.68,0.93,-0.646,0,0.177,0.074,0.159,85198.43,0
2683,0.61,80,130,0.846,0.265,133,0.19,0.19,-0.045,1,0.955,0.628,0.822,4.64,1
2684,0.48,97,87,0.793,0.181,87,0.14,0.19,-0.069,1,0.688,0.769,0.611,5.99,1
2685,3.17,146,55,0.874,0.189,66,0.12,0.23,0.062,1,0.799,0.875,0.72,1.17,1
2686,1337.62,5,1,0.234,1.166,367,0.89,0.79,0.318,0,0.236,0.005,0.333,79207.84,0
2687,1904.45,30,4,0.213,3.224,2793,0.98,0.61,0.977,0,0.128,0.026,0.301,1582.56,0
2688,550.59,36,5,0.244,1.824,345,0.95,0.66,0.729,1,0.118,0.272,0.399,68930.98,0
2689,8.36,130,64,0.868,0.267,121,0.36,0.22,-0.045,1,0.763,0.577,0.641,5.89,1
2690,599.61,12,18,0.376,3.071,1514,0.53,0.86,-0.334,1,0.394,0.101,0.236,66799.5,0
2691,929.85,4,5,0.206,2.201,511,0.57,0.84,-0.616,0,0.312,0.113,0.003,35825.35,0
2692,1212.17,5,19,0.153,0.654,2894,0.56,0.72,-0.577,0,0.259,0.108,0.223,35666.94,0
2693,23.83,128,85,0.763,0.15,120,0.31,0.23,0.061,1,0.808,0.805,0.771,7.31,1
2694,554.66,30,16,0.245,3.967,2825,0.96,0.6,0.377,1,0.266,0.021,0.235,15587.62,0
2695,3.03,181,65,0.905,0.043,162,0.34,0.24,-0.09,0,0.761,0.548,0.693,3.53,1
2696,1573.52,36,14,0.264,4.626,2801,0.93,0.53,0.112,1,0.04,0.162,0.053,76900.7,0
2697,1609.57,34,19,0.292,0.955,1856,1.0,0.78,0.239,0,0.278,0.055,0.165,46261.96,0
2698,1577.78,19,16,0.063,2.626,3248,0.78,0.98,-0.559,0,0.039,0.109,0.018,33654.38,0
2699,1371.47,15,19,0.328,2.573,2721,0.58,0.69,-0.55,0,0.055,0.104,0.321,83491.71,0
2700,332.06,9,2,0.086,3.351,1292,0.78,0.87,0.305,0,0.153,0.282,0.389,56290.77,0
2701,1345.45,3,19,0.042,4.378,3428,0.77,0.79,0.552,0,0.171,0.087,0.051,16494.17,0
2702,18.92,84,116,0.881,0.14,29,0.4,0.2,0.09,1,0.789,0.625,0.734,5.8,1
2703,27.86,176,50,0.736,0.159,82,0.12,0.25,0.042,1,0.9,0.859,0.643,3.09,1
2704,1741.44,39,12,0.057,2.268,1536,0.84,0.6,-0.501,1,0.154,0.094,0.278,40456.51,0
2705,830.06,31,19,0.332,3.429,3075,0.97,0.61,0.107,0,0.27,0.056,0.02,71281.59,0
2706,1997.24,32,7,0.361,1.569,2481,0.68,0.84,-0.91,0,0.067,0.282,0.317,12038.88,0
2707,819.22,13,17,0.076,3.169,1443,0.84,0.92,-0.657,0,0.128,0.085,0.344,36465.61,0
2708,1255.78,36,8,0.087,3.93,3169,0.51,0.63,-0.23,0,0.251,0.2,0.312,16111.04,0
2709,442.56,35,8,0.008,1.958,2522,0.69,0.97,-0.597,0,0.155,0.232,0.052,37809.14,0
2710,798.03,31,8,0.066,0.962,977,0.84,0.85,0.125,0,0.23,0.025,0.268,40620.37,0
